step,rewards,qf_loss,actor_loss,observations,action
963206,[-2339.7175],2.013491515143765e+24,-12676818272256.0,[0.         3.14159265 0.         0.        ],[-20.]
964006,[-2339.7175],2.271374259105651e+24,-12515585032192.0,[0.         3.14159265 0.         0.        ],[-20.]
964806,[-2339.7175],1.9674327333802857e+24,-12565239300096.0,[0.         3.14159265 0.         0.        ],[-20.]
965606,[-2339.7175],2.2323655923428427e+24,-12714793500672.0,[0.         3.14159265 0.         0.        ],[-20.]
966406,[-2339.7175],2.591136894293172e+24,-12707587686400.0,[0.         3.14159265 0.         0.        ],[-20.]
967206,[-2339.7175],2.0906716835418493e+24,-12539010220032.0,[0.         3.14159265 0.         0.        ],[-20.]
968006,[-2339.7175],2.6508028879995856e+24,-12358699188224.0,[0.         3.14159265 0.         0.        ],[-20.]
968806,[-2339.7175],2.3531100527140012e+24,-12531017973760.0,[0.         3.14159265 0.         0.        ],[-20.]
969606,[-2339.7175],2.1770693152540772e+24,-12751403483136.0,[0.         3.14159265 0.         0.        ],[-20.]
970406,[-2339.7175],2.630891068923897e+24,-12250759823360.0,[0.         3.14159265 0.         0.        ],[-20.]
971206,[-2339.7175],2.6998478805751847e+24,-12493942423552.0,[0.         3.14159265 0.         0.        ],[-20.]
972006,[-2339.7175],2.566330058739299e+24,-12537254903808.0,[0.         3.14159265 0.         0.        ],[-20.]
972806,[-2339.7175],2.001752468383858e+24,-12745181233152.0,[0.         3.14159265 0.         0.        ],[-20.]
973606,[-2339.7175],2.530951221218557e+24,-12878576877568.0,[0.         3.14159265 0.         0.        ],[-20.]
974406,[-2339.7175],2.193555804539579e+24,-12885933686784.0,[0.         3.14159265 0.         0.        ],[-20.]
975206,[-2339.7175],2.8163975801670193e+24,-12664432492544.0,[0.         3.14159265 0.         0.        ],[-20.]
976006,[-2339.7175],2.552552358528871e+24,-12689615093760.0,[0.         3.14159265 0.         0.        ],[-20.]
976806,[-2339.7175],2.2567173121327724e+24,-12787449331712.0,[0.         3.14159265 0.         0.        ],[-20.]
977606,[-2339.7175],2.5617884127022763e+24,-12845273055232.0,[0.         3.14159265 0.         0.        ],[-20.]
978406,[-2339.7175],2.604046156380255e+24,-12609036222464.0,[0.         3.14159265 0.         0.        ],[-20.]
979206,[-2339.7175],2.148140064745294e+24,-12915418595328.0,[0.         3.14159265 0.         0.        ],[-20.]
980006,[-2339.7175],2.399733766014738e+24,-12831673024512.0,[0.         3.14159265 0.         0.        ],[-20.]
980806,[-2339.7175],2.2630152899668753e+24,-12767342886912.0,[0.         3.14159265 0.         0.        ],[-20.]
981606,[-2339.7175],2.581681208573139e+24,-12873629696000.0,[0.         3.14159265 0.         0.        ],[-20.]
982406,[-2339.7175],2.744037632464508e+24,-12807686848512.0,[0.         3.14159265 0.         0.        ],[-20.]
983206,[-2339.7175],2.1623257550531648e+24,-12842864476160.0,[0.         3.14159265 0.         0.        ],[-20.]
984006,[-2339.7175],2.4072205500352786e+24,-12848717627392.0,[0.         3.14159265 0.         0.        ],[-20.]
984806,[-2339.7175],2.807428139091554e+24,-12714151772160.0,[0.         3.14159265 0.         0.        ],[-20.]
985606,[-2339.7175],2.5057693979453104e+24,-13062042025984.0,[0.         3.14159265 0.         0.        ],[-20.]
986406,[-2339.7175],2.8963797801668624e+24,-12847633399808.0,[0.         3.14159265 0.         0.        ],[-20.]
987206,[-2339.7175],2.448922873778413e+24,-12859328167936.0,[0.         3.14159265 0.         0.        ],[-20.]
988006,[-2339.7175],2.477521668160938e+24,-12966357368832.0,[0.         3.14159265 0.         0.        ],[-20.]
988806,[-2339.7175],1.9305128721534487e+24,-13216820232192.0,[0.         3.14159265 0.         0.        ],[-20.]
989606,[-2339.7175],1.9678041182199572e+24,-12990826938368.0,[0.         3.14159265 0.         0.        ],[-20.]
990406,[-2339.7175],2.0933267176517708e+24,-12999562625024.0,[0.         3.14159265 0.         0.        ],[-20.]
991206,[-2339.7175],2.1281352913732965e+24,-13137821564928.0,[0.         3.14159265 0.         0.        ],[-20.]
992006,[-2339.7175],2.890639672225801e+24,-12997214863360.0,[0.         3.14159265 0.         0.        ],[-20.]
992806,[-2339.7175],2.0415965708919423e+24,-13325280739328.0,[0.         3.14159265 0.         0.        ],[-20.]
993606,[-2339.7175],1.752340959292259e+24,-13059716284416.0,[0.         3.14159265 0.         0.        ],[-20.]
994406,[-2339.7175],2.0425834716998858e+24,-13174216589312.0,[0.         3.14159265 0.         0.        ],[-20.]
995206,[-2339.7175],2.1005167685000633e+24,-13163212832768.0,[0.         3.14159265 0.         0.        ],[-20.]
996006,[-2339.7175],2.2917351411073842e+24,-13108453048320.0,[0.         3.14159265 0.         0.        ],[-20.]
996806,[-2339.7175],2.5469753889807114e+24,-13156025892864.0,[0.         3.14159265 0.         0.        ],[-20.]
997606,[-2339.7175],2.7725317992204903e+24,-12785265147904.0,[0.         3.14159265 0.         0.        ],[-20.]
998406,[-2339.7175],1.9410987091783727e+24,-13578051518464.0,[0.         3.14159265 0.         0.        ],[-20.]
999206,[-2339.7175],2.709936231970871e+24,-12991359614976.0,[0.         3.14159265 0.         0.        ],[-20.]
26161,[-1024.3188],395362.75,818.1190185546875,[0.         3.14159265 0.         0.        ],[-9.328129]
28654,[-508.57977],405745.53125,691.3027954101562,[0.         3.14159265 0.         0.        ],[-4.0567737]
31558,[-662.1834],94020.484375,614.62939453125,[0.         3.14159265 0.         0.        ],[7.917238]
34494,[-435.45776],10329.361328125,559.4678955078125,[0.         3.14159265 0.         0.        ],[7.719453]
37353,[-590.13043],11774.5859375,631.3306884765625,[0.         3.14159265 0.         0.        ],[-12.653509]
40224,[-272.25305],8369.7080078125,568.8048706054688,[0.         3.14159265 0.         0.        ],[4.241485]
43041,[-630.8349],10739.83203125,496.59356689453125,[0.         3.14159265 0.         0.        ],[6.0535145]
45924,[-912.8412],7705.0771484375,525.6552734375,[0.         3.14159265 0.         0.        ],[8.304393]
48721,[-720.4157],7056.37109375,405.98028564453125,[0.         3.14159265 0.         0.        ],[-4.939906]
51544,[-682.0137],9744.4287109375,492.6692199707031,[0.         3.14159265 0.         0.        ],[-12.295222]
54366,[-593.8614],7766.59423828125,688.2708740234375,[0.         3.14159265 0.         0.        ],[6.6114283]
57218,[-805.4324],3572.54296875,390.27728271484375,[0.         3.14159265 0.         0.        ],[-6.362412]
60046,[-558.3284],3934.6650390625,421.5465393066406,[0.         3.14159265 0.         0.        ],[-2.1210103]
62827,[-849.2727],4314.1201171875,405.5423583984375,[0.         3.14159265 0.         0.        ],[-0.950296]
65697,[-1007.8104],4781.732421875,397.2287902832031,[0.         3.14159265 0.         0.        ],[-8.51796]
68520,[-1137.5483],3557.27978515625,349.2513122558594,[0.         3.14159265 0.         0.        ],[10.64625]
71291,[-898.7638],2567.68115234375,413.49261474609375,[0.         3.14159265 0.         0.        ],[4.122495]
74123,[-418.9561],5887.66357421875,416.28704833984375,[0.         3.14159265 0.         0.        ],[-4.13799]
76968,[-478.0993],2603.650390625,286.4417419433594,[0.         3.14159265 0.         0.        ],[-6.785307]
79724,[-939.09076],2343.1943359375,439.2754211425781,[0.         3.14159265 0.         0.        ],[1.5451907]
82596,[-849.0386],3491.302978515625,363.66339111328125,[0.         3.14159265 0.         0.        ],[-13.925018]
85428,[-651.29834],3038.967041015625,303.1112365722656,[0.         3.14159265 0.         0.        ],[10.743871]
88236,[-338.61746],3204.65283203125,289.7056884765625,[0.         3.14159265 0.         0.        ],[1.9975252]
91061,[-745.4382],2682.393310546875,372.2109680175781,[0.         3.14159265 0.         0.        ],[2.9727411]
93906,[-528.95856],3597.390625,498.3369140625,[0.         3.14159265 0.         0.        ],[-6.886262]
96727,[-850.9955],3473.40380859375,354.46807861328125,[0.         3.14159265 0.         0.        ],[-0.11753659]
99482,[-801.6314],3225.1533203125,366.8473205566406,[0.         3.14159265 0.         0.        ],[-6.692008]
26860,[-659.42975],2065.302734375,-338.09320068359375,[0.         3.14159265 0.         0.        ],[8.434587]
29622,[-347.4172],2343.984619140625,-322.1654357910156,[0.         3.14159265 0.         0.        ],[-4.9451933]
32458,[-452.2633],2209.4892578125,-256.71014404296875,[0.         3.14159265 0.         0.        ],[-12.397024]
35293,[-845.31104],2503.48095703125,-186.18038940429688,[0.         3.14159265 0.         0.        ],[0.06319085]
38069,[-411.2804],2284.259521484375,-182.19546508789062,[0.         3.14159265 0.         0.        ],[5.749734]
40849,[-798.75824],2500.845458984375,-125.09449768066406,[0.         3.14159265 0.         0.        ],[-0.39309087]
43673,[-1079.3878],2623.51416015625,-145.44232177734375,[0.         3.14159265 0.         0.        ],[-2.7930996]
46560,[-359.83633],2505.424560546875,-44.82745361328125,[0.         3.14159265 0.         0.        ],[-2.023981]
49351,[-350.35226],2704.482421875,-36.02479553222656,[0.         3.14159265 0.         0.        ],[1.059491]
52164,[-1173.4377],1896.9766845703125,-81.63803100585938,[0.         3.14159265 0.         0.        ],[13.326275]
26826,[-600.05646],15566.416015625,-628.8990478515625,[0.         3.14159265 0.         0.        ],[1.4265751]
26786,[-889.7029],24317.1328125,-836.1331787109375,[0.         3.14159265 0.         0.        ],[-17.781088]
28601,[-683.4459],56244.3984375,-1247.7265625,[0.         3.14159265 0.         0.        ],[4.565311]
31409,[-3163.2686],104571.59375,-1942.6558837890625,[0.         3.14159265 0.         0.        ],[12.246868]
34409,[-1121.5002],237475.859375,-1668.83203125,[0.         3.14159265 0.         0.        ],[4.4972506]
37400,[-230.98181],179226.21875,-779.773681640625,[0.         3.14159265 0.         0.        ],[-4.6896772]
40392,[-407.415],233938.90625,821.151611328125,[0.         3.14159265 0.         0.        ],[-3.689477]
43381,[-530.8178],905092.625,1589.37353515625,[0.         3.14159265 0.         0.        ],[6.7221527]
46381,[-623.3091],1059572.375,2273.568359375,[0.         3.14159265 0.         0.        ],[4.793711]
49381,[-806.2711],239299.125,2727.469482421875,[0.         3.14159265 0.         0.        ],[-10.088286]
52380,[-1009.97345],632542.625,2283.73583984375,[0.         3.14159265 0.         0.        ],[-11.148496]
55379,[-324.36667],236913.71875,2226.426513671875,[0.         3.14159265 0.         0.        ],[13.38767]
58379,[-901.4487],158996.5,1809.91015625,[0.         3.14159265 0.         0.        ],[-10.325712]
61379,[-695.95105],109502.609375,1803.985595703125,[0.         3.14159265 0.         0.        ],[-1.3467948]
64379,[-412.72568],265699.0,1780.3740234375,[0.         3.14159265 0.         0.        ],[-8.017568]
67377,[-523.18915],64266.4921875,1185.55322265625,[0.         3.14159265 0.         0.        ],[6.7147827]
70377,[-433.23123],34748.8515625,1131.180419921875,[0.         3.14159265 0.         0.        ],[-0.98782086]
73377,[-376.38043],36666.359375,1412.1151123046875,[0.         3.14159265 0.         0.        ],[-10.348424]
76377,[-483.93317],58412.6796875,1476.286376953125,[0.         3.14159265 0.         0.        ],[-9.838666]
79377,[-371.15494],29967.59765625,1356.779541015625,[0.         3.14159265 0.         0.        ],[3.8244004]
82377,[-492.62576],52837.265625,1174.140625,[0.         3.14159265 0.         0.        ],[-7.8568707]
85377,[-571.04535],147912.75,1090.5465087890625,[0.         3.14159265 0.         0.        ],[6.7301035]
88377,[-338.9241],39056.234375,1161.839599609375,[0.         3.14159265 0.         0.        ],[0.6289735]
91377,[-450.30096],33507.3515625,1222.201416015625,[0.         3.14159265 0.         0.        ],[1.8494489]
94377,[-529.4629],34355.3125,1122.6885986328125,[0.         3.14159265 0.         0.        ],[2.8748462]
97377,[-577.81305],21272.1640625,1301.7481689453125,[0.         3.14159265 0.         0.        ],[-13.516583]
27449,[-702.7034],467611.90625,1443.130126953125,[0.         3.14159265 0.         0.        ],[-2.828473]
30448,[-419.20007],301112.25,1681.0977783203125,[0.         3.14159265 0.         0.        ],[-9.660827]
33448,[-516.7709],377673.59375,1886.61669921875,[0.         3.14159265 0.         0.        ],[4.8065133]
36448,[-634.4248],215025.90625,1189.602294921875,[0.         3.14159265 0.         0.        ],[-6.598606]
39448,[-411.74347],1009284.3125,1665.6717529296875,[0.         3.14159265 0.         0.        ],[-0.4459903]
42448,[-590.1175],173701.53125,1537.51611328125,[0.         3.14159265 0.         0.        ],[15.586044]
45446,[-524.55536],161840.546875,1370.245849609375,[0.         3.14159265 0.         0.        ],[18.490534]
48444,[-419.69336],96877.625,1277.26318359375,[0.         3.14159265 0.         0.        ],[-3.2963023]
51444,[-315.00333],287990.6875,2133.8583984375,[0.         3.14159265 0.         0.        ],[-0.8753526]
54444,[-602.1416],223145.703125,1263.489990234375,[0.         3.14159265 0.         0.        ],[-13.985356]
57444,[-560.93756],168889.609375,1387.035888671875,[0.         3.14159265 0.         0.        ],[-5.8077908]
60444,[-705.5596],692285.0,1338.945068359375,[0.         3.14159265 0.         0.        ],[-18.041246]
63444,[-516.17456],126282.8828125,1214.77587890625,[0.         3.14159265 0.         0.        ],[-7.7682924]
66440,[-489.80566],919683.0,1837.261962890625,[0.         3.14159265 0.         0.        ],[-7.169115]
69438,[-652.3566],92288.890625,1050.430419921875,[0.         3.14159265 0.         0.        ],[10.230078]
72433,[-87.85132],115073.53125,1470.062744140625,[0.         3.14159265 0.         0.        ],[7.232851]
75433,[-582.3391],529604.1875,991.2843627929688,[0.         3.14159265 0.         0.        ],[-5.49701]
78433,[-650.9486],1364123.375,1171.9088134765625,[0.         3.14159265 0.         0.        ],[-19.946527]
81433,[-222.7301],168982.921875,971.5584716796875,[0.         3.14159265 0.         0.        ],[3.3564157]
84429,[-29.1796],90600.171875,1283.124755859375,[0.         3.14159265 0.         0.        ],[0.49045742]
87429,[-561.6552],70416.3203125,1079.029296875,[0.         3.14159265 0.         0.        ],[0.74031365]
90429,[-445.22223],276588.21875,1306.28662109375,[0.         3.14159265 0.         0.        ],[-3.6164465]
93429,[-5.505615],86179.7578125,884.1376342773438,[0.         3.14159265 0.         0.        ],[2.1021297]
96429,[-71.7973],86973.09375,967.671630859375,[0.         3.14159265 0.         0.        ],[-0.50284874]
99428,[-80.692215],355313.8125,1024.38623046875,[0.         3.14159265 0.         0.        ],[-8.797245]
27394,[-274.3296],690978.4375,1313.68994140625,[0.         3.14159265 0.         0.        ],[19.399164]
30394,[-68.24802],287899.8125,863.1341552734375,[0.         3.14159265 0.         0.        ],[2.8745759]
33394,[-781.3606],268509.84375,1127.315185546875,[0.         3.14159265 0.         0.        ],[-18.406229]
36394,[-595.9007],2101468.0,2012.051513671875,[0.         3.14159265 0.         0.        ],[-3.6405323]
39394,[-7.8038473],271133.8125,1200.535888671875,[0.         3.14159265 0.         0.        ],[0.76902455]
42394,[-43.874355],596616.625,1186.3212890625,[0.         3.14159265 0.         0.        ],[4.286217]
45394,[-15.747892],353431.59375,880.89453125,[0.         3.14159265 0.         0.        ],[-3.6906872]
48394,[-11.8770485],1052870.5,1130.9097900390625,[0.         3.14159265 0.         0.        ],[3.8141055]
51394,[-26.881788],2427481.0,1274.08740234375,[0.         3.14159265 0.         0.        ],[-1.6775289]
54394,[-42.62692],3143501.75,749.1029052734375,[0.         3.14159265 0.         0.        ],[-7.179428]
57394,[-64.665665],246168.5,733.2564086914062,[0.         3.14159265 0.         0.        ],[7.79548]
60394,[-64.486534],133534.703125,362.6822509765625,[0.         3.14159265 0.         0.        ],[3.7137966]
63394,[-56.66777],341874.65625,511.5404357910156,[0.         3.14159265 0.         0.        ],[7.923032]
66394,[-220.5605],102660.6015625,137.6822967529297,[0.         3.14159265 0.         0.        ],[3.858646]
69394,[-266.73132],153704.640625,189.29005432128906,[0.         3.14159265 0.         0.        ],[10.446777]
72394,[-73.156075],109360.625,296.07122802734375,[0.         3.14159265 0.         0.        ],[-5.0744586]
75394,[-485.75864],133577.0625,245.92623901367188,[0.         3.14159265 0.         0.        ],[8.938793]
78394,[-13.35222],110815.3359375,109.78267669677734,[0.         3.14159265 0.         0.        ],[-3.228716]
81394,[-30.461721],286417.625,221.71829223632812,[0.         3.14159265 0.         0.        ],[1.3743048]
84394,[-56.546547],292246.125,122.26130676269531,[0.         3.14159265 0.         0.        ],[-7.867925]
87394,[-50.781475],219131.25,16.96095085144043,[0.         3.14159265 0.         0.        ],[2.6564817]
90394,[-94.492546],87532.15625,-138.73226928710938,[0.         3.14159265 0.         0.        ],[-6.758314]
93394,[-45.20133],843294.4375,621.9037475585938,[0.         3.14159265 0.         0.        ],[3.1431482]
96394,[-49.432068],250648.53125,-56.15913391113281,[0.         3.14159265 0.         0.        ],[8.778711]
99394,[-82.14312],196637.484375,-43.28725814819336,[0.         3.14159265 0.         0.        ],[9.699015]
102394,[-60.58273],239088.15625,-101.54560852050781,[0.         3.14159265 0.         0.        ],[9.838959]
105394,[-40.970665],119947.1953125,-176.8934783935547,[0.         3.14159265 0.         0.        ],[-6.510301]
108394,[-69.652214],1963888.25,-147.41983032226562,[0.         3.14159265 0.         0.        ],[-10.281526]
111394,[-61.034786],91460.6875,-454.8887939453125,[0.         3.14159265 0.         0.        ],[4.1802835]
114394,[-3.427781],189495.921875,-427.7038269042969,[0.         3.14159265 0.         0.        ],[0.17850223]
117394,[-108.68326],71982.34375,-557.6463623046875,[0.         3.14159265 0.         0.        ],[-7.5428753]
120394,[-41.8827],186092.65625,-232.16046142578125,[0.         3.14159265 0.         0.        ],[4.1174417]
123394,[-60.283123],162432.8125,-458.96270751953125,[0.         3.14159265 0.         0.        ],[-9.144942]
126394,[-30.921856],112770.859375,-220.75277709960938,[0.         3.14159265 0.         0.        ],[-6.9434023]
129394,[-63.805084],151956.71875,-219.4573516845703,[0.         3.14159265 0.         0.        ],[-7.42624]
132394,[-47.539833],115503.703125,-613.8206787109375,[0.         3.14159265 0.         0.        ],[-5.4160304]
135394,[-66.38747],121857.6015625,-290.3482360839844,[0.         3.14159265 0.         0.        ],[10.388861]
138394,[-142.09146],2172589.0,401.4455871582031,[0.         3.14159265 0.         0.        ],[-15.248546]
141394,[-174.48822],101859.078125,-763.4119873046875,[0.         3.14159265 0.         0.        ],[-11.243705]
144394,[-24.689926],73147.171875,-638.3848266601562,[0.         3.14159265 0.         0.        ],[-3.5356507]
147394,[-54.05027],136408.84375,-610.6513671875,[0.         3.14159265 0.         0.        ],[-6.7058225]
150394,[-24.768166],530141.875,-580.5120239257812,[0.         3.14159265 0.         0.        ],[0.95982647]
153394,[-253.21428],137539.859375,-629.61279296875,[0.         3.14159265 0.         0.        ],[17.36187]
156394,[-71.08008],105629.25,-766.9559326171875,[0.         3.14159265 0.         0.        ],[-6.0582886]
159394,[-37.96872],115381.46875,-750.0675659179688,[0.         3.14159265 0.         0.        ],[1.3717963]
162394,[-144.33237],77890.4375,-759.1300048828125,[0.         3.14159265 0.         0.        ],[3.3173285]
165394,[-22.667772],103285.65625,-717.9120483398438,[0.         3.14159265 0.         0.        ],[-1.7743813]
168394,[-25.058136],119548.359375,-831.5283203125,[0.         3.14159265 0.         0.        ],[-1.6374105]
171394,[-20.848381],99562.1015625,-812.348388671875,[0.         3.14159265 0.         0.        ],[-2.5142102]
174394,[-124.66783],150390.609375,-627.8599853515625,[0.         3.14159265 0.         0.        ],[-12.49572]
177394,[-24.975822],84503.796875,-1066.63525390625,[0.         3.14159265 0.         0.        ],[-0.97706586]
180394,[-58.79622],141525.3125,-887.435302734375,[0.         3.14159265 0.         0.        ],[-5.8432193]
183394,[-58.461483],141893.625,-539.455810546875,[0.         3.14159265 0.         0.        ],[7.0632987]
186394,[-47.94493],105674.4140625,-652.8488159179688,[0.         3.14159265 0.         0.        ],[6.786091]
189394,[-30.477512],191394.59375,-590.9837036132812,[0.         3.14159265 0.         0.        ],[-1.2412832]
192394,[-56.242462],88596.625,-705.5023193359375,[0.         3.14159265 0.         0.        ],[-7.5635033]
195394,[-35.833477],139877.203125,-889.546875,[0.         3.14159265 0.         0.        ],[-2.7906373]
198394,[-168.81502],959018.75,16.11920166015625,[0.         3.14159265 0.         0.        ],[-17.319473]
201394,[-15.928596],90747.46875,-805.0941162109375,[0.         3.14159265 0.         0.        ],[-2.2464886]
204394,[-60.310143],100086.1328125,-774.1795654296875,[0.         3.14159265 0.         0.        ],[3.5980392]
207394,[-20.177332],95478.890625,-1020.3985595703125,[0.         3.14159265 0.         0.        ],[-1.5004474]
210394,[-10.519282],109971.609375,-1038.0252685546875,[0.         3.14159265 0.         0.        ],[0.20948642]
213394,[-67.55424],147329.96875,-828.0990600585938,[0.         3.14159265 0.         0.        ],[6.8382025]
216394,[-203.59474],295472.0625,-624.600341796875,[0.         3.14159265 0.         0.        ],[14.704804]
219394,[-119.20607],75228.0,-1075.225830078125,[0.         3.14159265 0.         0.        ],[12.517476]
222394,[-38.715996],2334488.75,-491.3059997558594,[0.         3.14159265 0.         0.        ],[7.0550604]
225394,[-52.02985],2056711.375,-106.0721435546875,[0.         3.14159265 0.         0.        ],[-8.071663]
228394,[-34.423218],88893.484375,-895.05322265625,[0.         3.14159265 0.         0.        ],[4.392589]
231394,[-75.83099],2873489.75,-238.628173828125,[0.         3.14159265 0.         0.        ],[-11.758631]
234394,[-51.938847],188153.6875,-823.4542846679688,[0.         3.14159265 0.         0.        ],[-6.2474732]
237394,[-180.40697],158176.515625,-801.736572265625,[0.         3.14159265 0.         0.        ],[13.085875]
240394,[-18.163898],105550.9296875,-891.0908203125,[0.         3.14159265 0.         0.        ],[-1.9065688]
243394,[-75.177536],140476.8125,-622.910400390625,[0.         3.14159265 0.         0.        ],[-7.7773943]
246394,[-11.434594],59747.0,-1112.071533203125,[0.         3.14159265 0.         0.        ],[-3.922709]
249394,[-29.890652],94599.0625,-934.3207397460938,[0.         3.14159265 0.         0.        ],[-3.243871]
26458,[-834.9585],61311424.0,26393.123046875,[0.         3.14159265 0.         0.        ],[2.1002507]
26258,[-130.52284],3153124.75,1423.770263671875,[0.         3.14159265 0.         0.        ],[8.639418]
29258,[-279.0038],1854747.5,1080.200439453125,[0.         3.14159265 0.         0.        ],[0.34771183]
32255,[-86.90735],12549748.0,1138.303955078125,[0.         3.14159265 0.         0.        ],[4.6554403]
35255,[-209.22955],8381890.0,122.09170532226562,[0.         3.14159265 0.         0.        ],[-17.223198]
38255,[-173.3883],3661734.25,2039.7750244140625,[0.         3.14159265 0.         0.        ],[-15.007207]
41255,[-654.0794],10381814.0,742.16357421875,[0.         3.14159265 0.         0.        ],[-12.11152]
44255,[-50.083508],5351566.0,1309.853515625,[0.         3.14159265 0.         0.        ],[-0.5065685]
47255,[-119.08625],970145.4375,1816.8958740234375,[0.         3.14159265 0.         0.        ],[9.191394]
50255,[-104.55253],493588.21875,784.133544921875,[0.         3.14159265 0.         0.        ],[-2.022719]
53251,[-808.7163],472778.78125,2595.408935546875,[0.         3.14159265 0.         0.        ],[-2.1059415]
56246,[-675.4415],4150375.5,477.7422180175781,[0.         3.14159265 0.         0.        ],[12.435194]
59246,[-41.88339],2600608.75,948.7720947265625,[0.         3.14159265 0.         0.        ],[-3.9064846]
62246,[-123.10766],516408.0625,234.01303100585938,[0.         3.14159265 0.         0.        ],[-11.291686]
65246,[-898.2784],900782.125,1307.440673828125,[0.         3.14159265 0.         0.        ],[18.945118]
68246,[-109.37603],3599618.0,1323.656982421875,[0.         3.14159265 0.         0.        ],[-10.936963]
71246,[-187.91406],305051.25,538.3751831054688,[0.         3.14159265 0.         0.        ],[12.892895]
74246,[-87.80121],2942304.5,851.9830322265625,[0.         3.14159265 0.         0.        ],[-5.7471642]
77246,[-27.476189],290628.25,-326.5421142578125,[0.         3.14159265 0.         0.        ],[4.9531865]
80246,[-30.083176],220721.53125,-30.488739013671875,[0.         3.14159265 0.         0.        ],[5.6050787]
83246,[-30.93128],496641.375,610.8720092773438,[0.         3.14159265 0.         0.        ],[-0.52432966]
86246,[-5.302295],314273.375,-118.24069213867188,[0.         3.14159265 0.         0.        ],[-0.5251827]
89246,[-69.41175],2475572.75,562.6050415039062,[0.         3.14159265 0.         0.        ],[7.621043]
92246,[-72.49409],149108.3125,88.22879028320312,[0.         3.14159265 0.         0.        ],[-3.8623433]
95246,[-79.0782],269361.125,22.215164184570312,[0.         3.14159265 0.         0.        ],[-7.9897256]
98246,[-243.34106],200214.96875,-383.55755615234375,[0.         3.14159265 0.         0.        ],[-18.501518]
101246,[-638.28766],575209.0,-220.8330841064453,[0.         3.14159265 0.         0.        ],[3.8049233]
104246,[-82.01279],3293615.0,-70.29723358154297,[0.         3.14159265 0.         0.        ],[-11.247349]
107246,[-152.88208],197196.109375,-346.0655517578125,[0.         3.14159265 0.         0.        ],[12.644225]
110246,[-50.544563],578381.6875,-333.9196472167969,[0.         3.14159265 0.         0.        ],[-7.241121]
113246,[-25.698776],347331.0,-249.15269470214844,[0.         3.14159265 0.         0.        ],[-5.5985193]
116246,[-122.97818],171918.875,-752.522705078125,[0.         3.14159265 0.         0.        ],[7.929398]
119241,[-10.342586],123919.28125,-731.150390625,[0.         3.14159265 0.         0.        ],[-0.7896435]
122241,[-146.49625],128495.84375,-682.1286010742188,[0.         3.14159265 0.         0.        ],[9.205585]
125241,[-43.335564],1188602.0,-950.2117309570312,[0.         3.14159265 0.         0.        ],[-6.5239415]
128241,[-77.29724],172926.546875,-690.565185546875,[0.         3.14159265 0.         0.        ],[5.057111]
131241,[-41.927612],194645.234375,-853.96142578125,[0.         3.14159265 0.         0.        ],[5.616514]
134241,[-148.81828],133252.25,-888.3004150390625,[0.         3.14159265 0.         0.        ],[7.227336]
137241,[-129.04568],331944.9375,-214.3192138671875,[0.         3.14159265 0.         0.        ],[-9.598979]
140241,[-63.35812],309763.75,-639.2921142578125,[0.         3.14159265 0.         0.        ],[-2.7423859]
143241,[-30.708572],81731.078125,-957.8056640625,[0.         3.14159265 0.         0.        ],[5.449916]
146241,[-250.34863],426755.125,-975.3824462890625,[0.         3.14159265 0.         0.        ],[9.49181]
149241,[-60.589478],67131.953125,-1016.5277099609375,[0.         3.14159265 0.         0.        ],[-8.604926]
152241,[-42.22509],94479.359375,-960.6688232421875,[0.         3.14159265 0.         0.        ],[-5.6405926]
155241,[-13.137283],205753.5625,-843.121337890625,[0.         3.14159265 0.         0.        ],[3.0935023]
158241,[-157.2416],110314.640625,-814.500244140625,[0.         3.14159265 0.         0.        ],[-15.542388]
161241,[-70.35289],210006.125,-1075.1396484375,[0.         3.14159265 0.         0.        ],[10.783586]
164241,[-73.759445],94427.5859375,-729.1463012695312,[0.         3.14159265 0.         0.        ],[-3.7587948]
167241,[-62.40387],94905.75,-1223.988525390625,[0.         3.14159265 0.         0.        ],[5.869757]
170237,[-387.17535],324919.125,-489.3080139160156,[0.         3.14159265 0.         0.        ],[22.101948]
173237,[-21.02932],552735.5,-423.6927795410156,[0.         3.14159265 0.         0.        ],[3.5578449]
176237,[-124.115845],197990.140625,-1038.484619140625,[0.         3.14159265 0.         0.        ],[-14.9595585]
179237,[-92.17],126147.28125,-915.324951171875,[0.         3.14159265 0.         0.        ],[-6.1003838]
182237,[-23.443705],974569.125,-224.55853271484375,[0.         3.14159265 0.         0.        ],[4.161417]
185237,[-76.438545],94460.96875,-1086.5137939453125,[0.         3.14159265 0.         0.        ],[-11.982974]
188237,[-131.23312],410891.625,-1358.81982421875,[0.         3.14159265 0.         0.        ],[15.180206]
191237,[-151.96924],708676.375,-1359.147705078125,[0.         3.14159265 0.         0.        ],[-13.830042]
194237,[-10.992292],687524.6875,-1225.664794921875,[0.         3.14159265 0.         0.        ],[-0.9664822]
197237,[-50.64686],78916.5,-1333.5262451171875,[0.         3.14159265 0.         0.        ],[-2.6088514]
200237,[-59.394653],53940.69140625,-867.167724609375,[0.         3.14159265 0.         0.        ],[-0.19220959]
203237,[-31.732418],72030.578125,-1099.872314453125,[0.         3.14159265 0.         0.        ],[-2.978117]
206237,[-6.987263],155746.8125,-1285.9044189453125,[0.         3.14159265 0.         0.        ],[-2.0290992]
